Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-1870,Colonial Park,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1871,Lakeside,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1872,Southridge,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1873,Bresaylor,Locality,Northwest Saskatchewan,5,33.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1874,Davis,Locality,Central Saskatchewan,12,36.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1875,Laura,Locality,Saskatoon Region,5,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1876,Thackeray,Locality,Northwest Saskatchewan,6,34.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1877,Sceptre Junction,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1878,Herschel North,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1879,Biggar East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1880,Asquith East,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1881,Maidstone Station,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1882,Wilbert,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1883,Laura Station,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1884,Ardath East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1885,Rosthern East,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1886,Young Station,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1887,Liberty East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1888,Outlook East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1889,Keeler,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1890,Wolseley East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1891,Broadview East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1892,Ituna East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1893,Wynyard East,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1894,Christopher Lake East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1895,Candle Lake East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1896,Hanley East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1897,Arbuthnot,Locality,Southwest Saskatchewan,8,33.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1898,Baljennie,Locality,Northwest Saskatchewan,6,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1899,Glenbain,Locality,Southwest Saskatchewan,6,33.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1900,Old Wives,Locality,Southern Saskatchewan,8,36.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1901,Neville South,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1902,Hawarden Station,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1903,Outlook West,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
